domain_id,domain_title,domain_type,area_id,area_title,element_id,element_title,kind,level_ceiling,attainable_levels,status
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A02,Legal Metrology Frameworks,CM-19-016,Type approval and pattern evaluation,knowledge,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A02,Legal Metrology Frameworks,CM-19-017,Initial and subsequent verification of regulated instruments,knowledge,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A02,Legal Metrology Frameworks,CM-19-018,"Sealing, security and prevention of unauthorised adjustment",knowledge,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A02,Legal Metrology Frameworks,CM-19-019,Market surveillance and enforcement,knowledge,3,1 2 3,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A03,Regulated Measurement Sectors,CM-19-020,Trade measurement and weights and measures enforcement,knowledge,3,1 2 3,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A03,Regulated Measurement Sectors,CM-19-021,Prepackaged goods and average quantity systems,knowledge,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A03,Regulated Measurement Sectors,CM-19-022,"Utility metering: electricity, gas, water and heat",knowledge,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A03,Regulated Measurement Sectors,CM-19-023,Fuel dispensing and custody transfer,knowledge,3,1 2 3,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A03,Regulated Measurement Sectors,CM-19-024,Medical and clinical measurement regulation,knowledge,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A03,Regulated Measurement Sectors,CM-19-025,Pharmaceutical GMP and measurement obligations,knowledge,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A03,Regulated Measurement Sectors,CM-19-026,Environmental and emissions monitoring requirements,knowledge,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A03,Regulated Measurement Sectors,CM-19-027,"Road safety, speed and breath alcohol measurement",knowledge,3,1 2 3,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A03,Regulated Measurement Sectors,CM-19-028,"Nuclear, radiation and safety-critical measurement regimes",knowledge,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A03,Regulated Measurement Sectors,CM-19-029,"Aviation, defence and space measurement requirements",knowledge,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A04,Measurement in Law and Dispute,CM-19-030,Measurement evidence in legal proceedings,knowledge,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A04,Measurement in Law and Dispute,CM-19-031,Chain of custody for measured items and data,skill,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A04,Measurement in Law and Dispute,CM-19-032,Acting as a technical or expert witness,judgment,5,1 2 3 4 5,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A04,Measurement in Law and Dispute,CM-19-033,Uncertainty and the burden of proof,judgment,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A04,Measurement in Law and Dispute,CM-19-034,Contractual disputes over measurement results,judgment,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A04,Measurement in Law and Dispute,CM-19-035,"Liability, negligence and professional exposure",judgment,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A04,Measurement in Law and Dispute,CM-19-036,Record retention for legal and regulatory purposes,knowledge,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A05,"Compliance, Export Control and Data Protection",CM-19-037,Export control and controlled technology in metrology,knowledge,3,1 2 3,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A05,"Compliance, Export Control and Data Protection",CM-19-038,Classified and restricted measurement environments,knowledge,3,1 2 3,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A05,"Compliance, Export Control and Data Protection",CM-19-039,Personal data protection in competence and personnel records,knowledge,3,1 2 3,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A05,"Compliance, Export Control and Data Protection",CM-19-040,Cross-border transfer of data and instruments,knowledge,3,1 2 3,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A05,"Compliance, Export Control and Data Protection",CM-19-041,"Intellectual property in methods, data and procedures",knowledge,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A05,"Compliance, Export Control and Data Protection",CM-19-042,Standards copyright and lawful use of normative documents,knowledge,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A05,"Compliance, Export Control and Data Protection",CM-19-043,Anti-bribery and integrity in accreditation and certification,knowledge,3,1 2 3,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A06,"Measurement, Society and Sustainability",CM-19-044,Measurement in public trust and consumer protection,knowledge,3,1 2 3,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A06,"Measurement, Society and Sustainability",CM-19-045,Metrology for climate and environmental accountability,knowledge,4,1 2 3 4,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A06,"Measurement, Society and Sustainability",CM-19-046,Measurement equity and access in developing metrology systems,knowledge,3,1 2 3,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A06,"Measurement, Society and Sustainability",CM-19-047,Sustainability of laboratory operations,knowledge,3,1 2 3,draft
CM-19,"Ethics, Legal and Regulatory Metrology",core,CM-19-A06,"Measurement, Society and Sustainability",CM-19-048,Measurement claims in marketing and advertising,judgment,3,1 2 3,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A01,Framing a Research Problem,CM-20-001,Identifying a measurement capability gap worth closing,judgment,5,1 2 3 4 5,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A01,Framing a Research Problem,CM-20-002,Literature review and establishing the state of the art,skill,3,1 2 3,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A01,Framing a Research Problem,CM-20-003,Formulating a tractable research question,judgment,5,1 2 3 4 5,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A01,Framing a Research Problem,CM-20-004,Feasibility assessment and early termination,judgment,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A01,Framing a Research Problem,CM-20-005,Distinguishing incremental improvement from a genuine advance,judgment,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A01,Framing a Research Problem,CM-20-006,Research roadmaps and long-horizon capability planning,judgment,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A02,Developing New Measurement Capability,CM-20-007,Designing a new measurement method from first principles,judgment,5,1 2 3 4 5,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A02,Developing New Measurement Capability,CM-20-008,Prototype apparatus design and iteration,skill,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A02,Developing New Measurement Capability,CM-20-009,Establishing a new primary realisation,judgment,5,1 2 3 4 5,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A02,Developing New Measurement Capability,CM-20-010,Characterising a novel instrument with no reference to compare against,judgment,5,1 2 3 4 5,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A02,Developing New Measurement Capability,CM-20-011,Uncertainty evaluation for a method that has never been evaluated,judgment,5,1 2 3 4 5,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A02,Developing New Measurement Capability,CM-20-012,Validating a new capability by independent route,judgment,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A02,Developing New Measurement Capability,CM-20-013,Transitioning a research method into routine service,judgment,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A02,Developing New Measurement Capability,CM-20-014,Technology readiness assessment for measurement capability,knowledge,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A03,Research Practice and Rigour,CM-20-015,Experimental design for research rather than routine work,skill,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A03,Research Practice and Rigour,CM-20-016,Controlling and documenting variables in a developing experiment,skill,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A03,Research Practice and Rigour,CM-20-017,Recognising and pursuing an anomalous result,judgment,5,1 2 3 4 5,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A03,Research Practice and Rigour,CM-20-018,Guarding against confirmation bias in your own work,judgment,5,1 2 3 4 5,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A03,Research Practice and Rigour,CM-20-019,Reproducibility and the replication of measurement research,skill,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A03,Research Practice and Rigour,CM-20-020,Laboratory notebooks and research record keeping,skill,3,1 2 3,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A03,Research Practice and Rigour,CM-20-021,Modelling and simulation as research tools,skill,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A03,Research Practice and Rigour,CM-20-022,Knowing when a result is ready to publish,judgment,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A04,Collaboration and Comparison,CM-20-023,Designing and running an international comparison,skill,5,1 2 3 4 5,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A04,Collaboration and Comparison,CM-20-024,Piloting a key comparison,skill,5,1 2 3 4 5,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A04,Collaboration and Comparison,CM-20-025,Collaborative research across institutions,judgment,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A04,Collaboration and Comparison,CM-20-026,Industry and academic partnership in measurement research,judgment,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A04,Collaboration and Comparison,CM-20-027,Working within consultative committees and technical working groups,judgment,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A04,Collaboration and Comparison,CM-20-028,Contributing to standards development,judgment,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A05,"Funding, Impact and Innovation Management",CM-20-029,Research funding landscapes for metrology,knowledge,3,1 2 3,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A05,"Funding, Impact and Innovation Management",CM-20-030,Writing a research proposal,skill,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A05,"Funding, Impact and Innovation Management",CM-20-031,Demonstrating impact of measurement research,judgment,4,1 2 3 4,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A05,"Funding, Impact and Innovation Management",CM-20-032,"Intellectual property, patents and disclosure",knowledge,3,1 2 3,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A05,"Funding, Impact and Innovation Management",CM-20-033,Technology transfer and commercialisation,judgment,3,1 2 3,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A05,"Funding, Impact and Innovation Management",CM-20-034,Managing a research portfolio and balancing risk,judgment,5,1 2 3 4 5,draft
CM-20,"Research, Development and Innovation in Metrology",core,CM-20-A05,"Funding, Impact and Innovation Management",CM-20-035,Emerging measurement needs and horizon scanning,judgment,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A01,Foundations,CM-21-001,"What machine learning is, in terms a metrologist can audit",knowledge,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A01,Foundations,CM-21-002,"Supervised, unsupervised and reinforcement learning distinguished",knowledge,3,1 2 3,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A01,Foundations,CM-21-003,"Training, validation and test data and the discipline of separation",knowledge,3,1 2 3,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A01,Foundations,CM-21-004,"Overfitting, generalisation and the limits of a fitted model",judgment,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A01,Foundations,CM-21-005,Regression and classification as measurement-adjacent tasks,knowledge,3,1 2 3,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A01,Foundations,CM-21-006,Neural networks and deep learning at a working level,knowledge,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A01,Foundations,CM-21-007,Large language models: capabilities and failure modes,knowledge,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A01,Foundations,CM-21-008,Where statistical modelling ends and machine learning begins,judgment,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A02,Using AI Tools as a Practitioner,CM-21-009,Effective use of AI assistants for technical work,skill,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A02,Using AI Tools as a Practitioner,CM-21-010,Verifying AI output against authoritative sources,judgment,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A02,Using AI Tools as a Practitioner,CM-21-011,Recognising plausible-sounding but wrong technical content,judgment,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A02,Using AI Tools as a Practitioner,CM-21-012,"Fabricated citations, clauses and standards references",judgment,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A02,Using AI Tools as a Practitioner,CM-21-013,"AI for literature search, drafting and code generation",skill,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A02,Using AI Tools as a Practitioner,CM-21-014,Confidentiality and data exposure when using external AI services,judgment,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A02,Using AI Tools as a Practitioner,CM-21-015,Disclosing AI assistance in technical work,knowledge,3,1 2 3,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A02,Using AI Tools as a Practitioner,CM-21-016,Deskilling risk and maintaining competence alongside AI use,judgment,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A03,AI Inside the Measurement Chain,CM-21-017,Where ML already appears in instruments and inspection systems,knowledge,3,1 2 3,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A03,AI Inside the Measurement Chain,CM-21-018,Machine vision for dimensional and surface inspection,knowledge,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A03,AI Inside the Measurement Chain,CM-21-019,Anomaly detection in measurement data,knowledge,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A03,AI Inside the Measurement Chain,CM-21-020,Predictive maintenance and interval optimisation using ML,knowledge,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A03,AI Inside the Measurement Chain,CM-21-021,Soft sensors and inferential measurement,knowledge,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A03,AI Inside the Measurement Chain,CM-21-022,Sensor fusion and learned calibration models,knowledge,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A03,AI Inside the Measurement Chain,CM-21-023,Traceability of a result produced by a learned model,judgment,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A03,AI Inside the Measurement Chain,CM-21-024,Validating an ML component in a measurement system,judgment,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A04,"Trustworthiness, Assurance and Governance",CM-21-025,Uncertainty quantification for machine learning predictions,skill,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A04,"Trustworthiness, Assurance and Governance",CM-21-026,Calibration of predicted probabilities,skill,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A04,"Trustworthiness, Assurance and Governance",CM-21-027,Explainability and interpretability requirements,judgment,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A04,"Trustworthiness, Assurance and Governance",CM-21-028,"Bias, dataset representativeness and distribution shift",judgment,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A04,"Trustworthiness, Assurance and Governance",CM-21-029,Out-of-distribution detection and knowing when a model is out of scope,judgment,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A04,"Trustworthiness, Assurance and Governance",CM-21-030,"Model drift, monitoring and retraining governance",judgment,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A04,"Trustworthiness, Assurance and Governance",CM-21-031,Reproducibility of a trained model,judgment,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A04,"Trustworthiness, Assurance and Governance",CM-21-032,Adversarial robustness and input manipulation,judgment,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A04,"Trustworthiness, Assurance and Governance",CM-21-033,Regulatory and standards landscape for AI assurance,knowledge,3,1 2 3,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A04,"Trustworthiness, Assurance and Governance",CM-21-034,Auditing an AI system in a regulated measurement context,judgment,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A05,Building ML Systems Responsibly,CM-21-035,Problem framing and deciding whether ML is the right tool,judgment,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A05,Building ML Systems Responsibly,CM-21-036,"Dataset construction, labelling and label uncertainty",skill,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A05,Building ML Systems Responsibly,CM-21-037,Feature engineering informed by measurement physics,skill,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A05,Building ML Systems Responsibly,CM-21-038,Model selection and honest evaluation,skill,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A05,Building ML Systems Responsibly,CM-21-039,Cross-validation and leakage in measurement data,skill,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A05,Building ML Systems Responsibly,CM-21-040,Physics-informed and constrained models,judgment,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A05,Building ML Systems Responsibly,CM-21-041,"Documentation: model cards, datasheets and intended use",skill,3,1 2 3,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A05,Building ML Systems Responsibly,CM-21-042,"Deployment, versioning and rollback of models",skill,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A06,Metrology for AI,CM-21-043,Measuring the performance of an AI system rigorously,skill,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A06,Metrology for AI,CM-21-044,"Benchmark design, contamination and gaming",judgment,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A06,Metrology for AI,CM-21-045,Uncertainty in AI evaluation results,skill,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A06,Metrology for AI,CM-21-046,Reference datasets and traceability for AI evaluation,skill,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A06,Metrology for AI,CM-21-047,The metrologist's contribution to AI standards and assurance,judgment,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A07,"Generative AI, Assisted Engineering and Model Provenance",CM-21-048,Evaluating a generative system: what can and cannot be measured,judgment,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A07,"Generative AI, Assisted Engineering and Model Provenance",CM-21-049,"Grounding, retrieval quality and factuality assessment",skill,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A07,"Generative AI, Assisted Engineering and Model Provenance",CM-21-050,Verifying citations and detecting fabricated references at scale,skill,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A07,"Generative AI, Assisted Engineering and Model Provenance",CM-21-051,Prompt sensitivity and the instability of generative results,judgment,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A07,"Generative AI, Assisted Engineering and Model Provenance",CM-21-052,"Nondeterminism, temperature and reproducibility of generated output",judgment,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A07,"Generative AI, Assisted Engineering and Model Provenance",CM-21-053,Model and version dependence of a result,judgment,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A07,"Generative AI, Assisted Engineering and Model Provenance",CM-21-054,AI-generated code in measurement software,judgment,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A07,"Generative AI, Assisted Engineering and Model Provenance",CM-21-055,Reviewing generated code for numerical correctness,skill,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A07,"Generative AI, Assisted Engineering and Model Provenance",CM-21-056,AI-generated tests and the risk of tests that confirm the bug,judgment,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A07,"Generative AI, Assisted Engineering and Model Provenance",CM-21-057,Hidden dependencies and supply chain risk in generated code,judgment,4,1 2 3 4,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A07,"Generative AI, Assisted Engineering and Model Provenance",CM-21-058,Recording which model produced a result,skill,5,1 2 3 4 5,draft
CM-21,Artificial Intelligence and Machine Learning in Metrology,core,CM-21-A07,"Generative AI, Assisted Engineering and Model Provenance",CM-21-059,Model provenance as part of the measurement result record,skill,5,1 2 3 4 5,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A01,Human Performance in Measurement,CM-22-001,The operator as a component of the measurement system,knowledge,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A01,Human Performance in Measurement,CM-22-002,"Perception, reading error and parallax",knowledge,3,1 2 3,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A01,Human Performance in Measurement,CM-22-003,"Attention, vigilance and repetitive task degradation",knowledge,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A01,Human Performance in Measurement,CM-22-004,"Fatigue, shift work and circadian effects on performance",knowledge,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A01,Human Performance in Measurement,CM-22-005,Expectation bias and reading what you expect to see,knowledge,5,1 2 3 4 5,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A01,Human Performance in Measurement,CM-22-006,"Anchoring, rounding habits and digit preference",knowledge,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A01,Human Performance in Measurement,CM-22-007,Blinding and masking to control observer bias,skill,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A01,Human Performance in Measurement,CM-22-008,Quantifying operator contribution to uncertainty,skill,5,1 2 3 4 5,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A02,"Error, Violation and System Design",CM-22-009,"Slips, lapses, mistakes and violations distinguished",knowledge,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A02,"Error, Violation and System Design",CM-22-010,Latent conditions and the systemic origin of human error,judgment,5,1 2 3 4 5,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A02,"Error, Violation and System Design",CM-22-011,Error-tolerant procedure and interface design,judgment,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A02,"Error, Violation and System Design",CM-22-012,"Checklists, independent verification and double-checking",skill,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A02,"Error, Violation and System Design",CM-22-013,Automation surprise and mode confusion,judgment,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A02,"Error, Violation and System Design",CM-22-014,Just culture and reporting without blame,judgment,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A02,"Error, Violation and System Design",CM-22-015,Investigating an error without stopping at operator fault,judgment,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A02,"Error, Violation and System Design",CM-22-016,"Workload, time pressure and their effect on measurement quality",judgment,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A03,Ergonomics and the Working Environment,CM-22-017,Workstation design for precision manual tasks,skill,3,1 2 3,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A03,Ergonomics and the Working Environment,CM-22-018,"Lighting, magnification and visual ergonomics",knowledge,3,1 2 3,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A03,Ergonomics and the Working Environment,CM-22-019,Manual handling of heavy standards and artefacts,knowledge,3,1 2 3,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A03,Ergonomics and the Working Environment,CM-22-020,Repetitive strain and long-duration measurement tasks,knowledge,3,1 2 3,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A03,Ergonomics and the Working Environment,CM-22-021,"Display, alarm and interface design in the laboratory",knowledge,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A03,Ergonomics and the Working Environment,CM-22-022,Accessibility and inclusive laboratory design,knowledge,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A04,Laboratory Safety,CM-22-023,Hazard identification and risk assessment for measurement work,judgment,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A04,Laboratory Safety,CM-22-024,Electrical safety and high voltage work,skill,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A04,Laboratory Safety,CM-22-025,"Pressure, vacuum and stored energy hazards",skill,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A04,Laboratory Safety,CM-22-026,"Mechanical, lifting and crush hazards",skill,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A04,Laboratory Safety,CM-22-027,Chemical hazards and safe handling,skill,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A04,Laboratory Safety,CM-22-028,Laser and optical radiation safety,skill,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A04,Laboratory Safety,CM-22-029,Ionising radiation safety and dose control,skill,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A04,Laboratory Safety,CM-22-030,"Cryogenic, thermal and asphyxiation hazards",skill,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A04,Laboratory Safety,CM-22-031,Magnetic field and RF exposure hazards,skill,4,1 2 3 4,draft
CM-22,"Human Factors, Safety and Risk",core,CM-22-A04,Laboratory Safety,CM-22-032,"Permit to work, isolation and lockout",skill,4,1 2 3 4,draft
